da,delex_da,text,delex_text
goodbye(),goodbye(),Na shledanou a hezký den .,Na shledanou a hezký den .
"inform(area='Staré Město',name=BarBar)","inform(area=X-area,name=X-name)",BarBar je restaurace na Starém Městě .,X-name je restaurace na X-area .
goodbye(),goodbye(),"Na shledanou , přeji krásný den .","Na shledanou , přeji krásný den ."
"inform(address='Újezd 36',name=Místo,phone=290510409)","inform(address=X-address,name=X-name,phone=X-phone)",Adresa Místa je Újezd 36 . Telefonní číslo je 290510409 .,Adresa X-name je X-address . Telefonní číslo je X-phone .
"inform(address='Národní 1',name='Švejk Restaurant')","inform(address=X-address,name=X-name)",Restauraci Švejk najdete na Národní 1 .,X-name najdete na X-address .
"inform(name='Švejk Restaurant',type=restaurant)","inform(name=X-name,type=restaurant)",Švejk Restaurant je restaurace .,X-name je restaurace .
?request(price_range),?request(price_range),Jakou cenovou relaci byste rádi ?,Jakou cenovou relaci byste rádi ?
?request(good_for_meal),?request(good_for_meal),"Jaké jídlo hledáte , snídani , brunch , oběd nebo večeři ?","Jaké jídlo hledáte , snídani , brunch , oběd nebo večeři ?"
"inform(count=3,food=Turkish,price_range=moderate,type=restaurant)","inform(count=X-count,food=X-food,price_range=X-price_range,type=restaurant)",Mám tu 3 středně drahé turecké restaurace .,Mám tu X-count X-price_range X-food restaurace .
"inform(food=German,name='Café Savoy')","inform(food=X-food,name=X-name)",Restaurace Kavárna Savoy má v nabídce německou kuchyni .,Restaurace X-name má v nabídce X-food kuchyni .
"inform(address='Žatecká 8',name='Švejk Restaurant')","inform(address=X-address,name=X-name)",Restauraci Švejk najdete na Žatecké 8 .,X-name najdete na X-address .
goodbye(),goodbye(),"Děkuji , přeji krásný den .","Děkuji , přeji krásný den ."
goodbye(),goodbye(),Mějte se !,Mějte se !
?request(good_for_meal),?request(good_for_meal),"O jaké jídlo máte zájem – snídani , brunch , oběd nebo večeři ?","O jaké jídlo máte zájem – snídani , brunch , oběd nebo večeři ?"
"inform(good_for_meal=dinner,kids_allowed=yes,name=Místo)","inform(good_for_meal=X-good_for_meal,kids_allowed=yes,name=X-name)",V restauraci Místo podávají večeře a je zde povolen vstup s dětmi .,V restauraci X-name podávají X-good_for_meal a je zde povolen vstup s dětmi .
"inform(name='Baráčnická rychta',near='Powder Tower',price_range=expensive)","inform(name=X-name,near=X-near,price_range=X-price_range)",Baráčnická rychta je drahá restaurace blízko Prašné brány .,X-name je X-price_range restaurace blízko X-near .
"inform(food=Asian,name='U Tučňáků')","inform(food=X-food,name=X-name)",V restauraci U Tučňáků připravují asijská jídla .,V restauraci X-name připravují X-food jídla .
goodbye(),goodbye(),"Děkuji Vám , mějte se krásně .","Děkuji Vám , mějte se krásně ."
goodbye(),goodbye(),Nashle .,Nashle .
"inform(address='Tržiště 31',name='Café Savoy')","inform(address=X-address,name=X-name)",Adresa Café Savoy je Tržiště 31,Adresa X-name je X-address
goodbye(),goodbye(),Děkuji a přeji krásný den,Děkuji a přeji krásný den
"inform(address='Malostranské náměstí 29',name='Švejk Restaurant')","inform(address=X-address,name=X-name)",Restaurace Švejk se nachází v ulici Malostranské náměstí 29,X-name se nachází v ulici X-address
goodbye(),goodbye(),"Nemáte zač , na shledanou .","Nemáte zač , na shledanou ."
"inform(good_for_meal=dinner,kids_allowed=no,name='U Konšelů',near='Petřín Tower')","inform(good_for_meal=X-good_for_meal,kids_allowed=no,name=X-name,near=X-near)","U Konšelů je blízko Petřínské věže , nepovoluje vstup s dětmi a je to vhodné místo na večeři .","X-name je blízko X-near , nepovoluje vstup s dětmi a je to vhodné místo na X-good_for_meal ."
goodbye(),goodbye(),Přeji hezký den,Přeji hezký den
"inform(address='Kaprova 42',name=BarBar,phone=243442530)","inform(address=X-address,name=X-name,phone=X-phone)",Adresa restaurace BarBar je Kaprova 42 a má telefon 243442530 .,Adresa restaurace X-name je X-address a má telefon X-phone .
goodbye(),goodbye(),"Nemáte zač , tak na shledanou .","Nemáte zač , tak na shledanou ."
"inform(address='Národní 40',name='Café Savoy')","inform(address=X-address,name=X-name)",Restaurace Café Savoy je na adrese Národní 40 .,Restaurace X-name je na adrese X-address .
"inform(good_for_meal=dinner,kids_allowed=yes,name='U Tučňáků')","inform(good_for_meal=X-good_for_meal,kids_allowed=yes,name=X-name)",Do restaurace U Tučňáků můžete vzít děti a dát si zde večeři .,Do restaurace X-name můžete vzít děti a dát si zde X-good_for_meal .
"inform(address='Náprstkova 43',name='Café Savoy',phone=295179377)","inform(address=X-address,name=X-name,phone=X-phone)","Café Savoy navštivte na adrese Náprstkova 43 , telefonní kontakt je 295179377 .","X-name navštivte na adrese X-address , telefonní kontakt je X-phone ."
"inform(address='Národní 35',name=Místo)","inform(address=X-address,name=X-name)",Místo je v ulici Národní 35 .,X-name je v ulici X-address .
"inform(count=2,near='Powder Tower',type=restaurant)","inform(count=X-count,near=X-near,type=restaurant)","Mám tu 2 restaurace blízko Prašné brány , které odpovídají vašim představám .","Mám tu X-count restaurace blízko X-near , které odpovídají vašim představám ."
goodbye(),goodbye(),Děkuji za zavolání . Na shledanou .,Děkuji za zavolání . Na shledanou .
goodbye(),goodbye(),Děkuji a přeji dobrou chuť !,Děkuji a přeji dobrou chuť !
?select(kids_allowed='yes or no'),?select(kids_allowed='yes or no'),Přejete si restauraci vhodnou pro děti ?,Přejete si restauraci vhodnou pro děti ?
"inform(area=Žižkov,name='U Tučňáků')","inform(area=X-area,name=X-name)",Na Žižkově se nachází restaurace U Tučňáků .,Na X-area se nachází restaurace X-name .
"inform(name=Ananta,type=restaurant)","inform(name=X-name,type=restaurant)",Našla jsem restauraci Ananta .,Našla jsem restauraci X-name .
goodbye(),goodbye(),Děkuji a přeji hezký den .,Děkuji a přeji hezký den .
"inform(area=Hradčany,food=German,name='Café Kampus')","inform(area=X-area,food=X-food,name=X-name)",Německá restaurace na Hradčanech je Café Kampus .,X-food restaurace na X-area je X-name .
"inform(name='Pivo & Basilico',price='between 50 and 100 Kč')","inform(name=X-name,price=X-price)",Ceny v Pivu & Basilicu jsou většinou od 50 do 100 Kč .,Ceny v X-name jsou většinou X-price .
"inform(area=Hradčany,kids_allowed=no,name='Pivo & Basilico')","inform(area=X-area,kids_allowed=no,name=X-name)",Restaurace Pivo & Basilico není vhodná pro děti a nachází se na Hradčanech .,Restaurace X-name není vhodná pro děti a nachází se na X-area .
?select(kids_allowed='yes or no'),?select(kids_allowed='yes or no'),"Přejete si podnik , kam je povolen vstup s dětmi , nebo kam povolen není ?","Přejete si podnik , kam je povolen vstup s dětmi , nebo kam povolen není ?"
"inform(count=89,good_for_meal=dinner,kids_allowed=yes,type=restaurant)","inform(count=X-count,good_for_meal=X-good_for_meal,kids_allowed=yes,type=restaurant)","Našla jsem 89 míst , kde můžete povečeřet a kde jsou děti vítány .","Našla jsem X-count míst , kde můžete X-good_for_meal a kde jsou děti vítány ."
goodbye(),goodbye(),Rádo se stalo . Na shledanou .,Rádo se stalo . Na shledanou .
goodbye(),goodbye(),"Na shledanou , děkujeme , že jste si vybrali náš systém .","Na shledanou , děkujeme , že jste si vybrali náš systém ."
"inform(address='Náprstkova 14',food=Czech,kids_allowed=none,name='Pivo & Basilico',phone=297286162)","inform(address=X-address,food=X-food,kids_allowed=none,name=X-name,phone=X-phone)","Pivo & Basilico je česká restaurace na adrese Náprstkova 14 . Telefonní číslo je 297286162 . Nemám informace o tom , zda je povolen vstup s dětmi .","X-name je X-food restaurace na adrese X-address . Telefonní číslo je X-phone . Nemám informace o tom , zda je povolen vstup s dětmi ."
"inform(food=Turkish,kids_allowed=yes,name='Švejk Restaurant',near='Petřín Tower',price_range=moderate)","inform(food=X-food,kids_allowed=yes,name=X-name,near=X-near,price_range=X-price_range)","Restaurace Švejk je poblíž Petřínské rozhledny , nabízí turecká jídla v normální cenové skupině a je vhodná pro návštěvu s dětmi .","X-name je poblíž X-near , nabízí X-food jídla v X-price_range cenové skupině a je vhodná pro návštěvu s dětmi ."
"inform(food=Indian,kids_allowed=no,name='Café Savoy',near='Old Town Square',price_range=moderate)","inform(food=X-food,kids_allowed=no,name=X-name,near=X-near,price_range=X-price_range)","Našla jsem pro vás restauraci . Její název je Café Savoy , podávají tam indickou kuchyni , nachází se poblíž Staroměstského náměstí , restaurace není vhodná pro děti a patří do střední cenové skupiny .","Našla jsem pro vás restauraci . Její název je X-name , podávají tam X-food kuchyni , nachází se poblíž X-near , restaurace není vhodná pro děti a patří do X-price_range cenové skupiny ."
goodbye(),goodbye(),Na shledanou !,Na shledanou !
"inform(name=Ferdinanda,type=restaurant)","inform(name=X-name,type=restaurant)",Doporučuju restauraci jménem Ferdinanda,Doporučuju restauraci jménem X-name
goodbye(),goodbye(),Děkuji vám . Na shledanou .,Děkuji vám . Na shledanou .
"inform(good_for_meal=dinner,kids_allowed=yes,name=BarBar)","inform(good_for_meal=X-good_for_meal,kids_allowed=yes,name=X-name)",BarBar dělá večeře a hodí se pro děti .,X-name dělá X-good_for_meal a hodí se pro děti .
"inform(food=American,name='Švejk Restaurant')","inform(food=X-food,name=X-name)",Restaurace Švejk nabízí americká jídla .,X-name nabízí X-food jídla .
?confirm(kids_allowed=no),?confirm(kids_allowed=no),"Můžu potvrdit , že chcete restauraci , kam nemohou děti ?","Můžu potvrdit , že chcete restauraci , kam nemohou děti ?"
goodbye(),goodbye(),Dobrou chuť . Děkuji za zavolání . Na shledanou .,Dobrou chuť . Děkuji za zavolání . Na shledanou .
?request(price_range),?request(price_range),"Mohu se ujistit , že hledáte restauraci v určité cenové skupině ?","Mohu se ujistit , že hledáte restauraci v určité cenové skupině ?"
"inform(address='Žatecká 29',area=Smíchov,name=Ananta)","inform(address=X-address,area=X-area,name=X-name)","Adresa Ananty je Žatecká 29 , Smíchov","Adresa X-name je X-address , X-area"
"inform(count=2,food=Turkish,kids_allowed=yes,price_range=moderate,type=restaurant)","inform(count=X-count,food=X-food,kids_allowed=yes,price_range=X-price_range,type=restaurant)","Jsou tu 2 další restaurace , které vaří turecké speciality za přijatelné ceny a kam můžete vyrazit s dětmi .","Jsou tu X-count další restaurace , které vaří X-food speciality za X-price_range ceny a kam můžete vyrazit s dětmi ."
"inform(address='Tržiště 4',name='Švejk Restaurant')","inform(address=X-address,name=X-name)",Restauraci Švejk naleznete v ulici Tržiště 4 .,X-name naleznete v ulici X-address .
"inform(food=French,name='Baráčnická rychta')","inform(food=X-food,name=X-name)",Baráčnická rychta je hezká francouzská restaurace .,X-name je hezká X-food restaurace .
"inform(count=89,good_for_meal=dinner,kids_allowed=yes,type=restaurant)","inform(count=X-count,good_for_meal=X-good_for_meal,kids_allowed=yes,type=restaurant)","Našla jsem 89 restaurací , přístupných dětem , které nabízí večeře .","Našla jsem X-count restaurací , přístupných dětem , které nabízí X-good_for_meal ."
goodbye(),goodbye(),"Na shledanou , zavolejte zas .","Na shledanou , zavolejte zas ."
goodbye(),goodbye(),Děkuji a na shledanou .,Děkuji a na shledanou .
"inform(kids_allowed=no,name=Ananta,near='Prague Castle',price_range=moderate)","inform(kids_allowed=no,name=X-name,near=X-near,price_range=X-price_range)","Ananta leží poblíž Pražského hradu , má běžné ceny a je nepřístupná pro děti .","X-name leží poblíž X-near , má X-price_range ceny a je nepřístupná pro děti ."
goodbye(),goodbye(),Přeji hezký den,Přeji hezký den
"inform(address='Žatecká 49',name='Green Spirit')","inform(address=X-address,name=X-name)",Green Spirit sídlí na Žatecké 49,X-name sídlí na X-address
?select(near='TV Tower'),?select(near=X-near),"Promiňte , upřednostňujete restauraci blízko televizního vysílače ?","Promiňte , upřednostňujete restauraci blízko X-near ?"
"inform(address='Náprstkova 13',name='U Tučňáků')","inform(address=X-address,name=X-name)",Restaurace U Tučňáků je na adrese Náprstkova 13 .,Restaurace X-name je na adrese X-address .
"inform(food=American,name='Švejk Restaurant')","inform(food=X-food,name=X-name)",Švejk Restaurant nabízí americkou kuchyni .,X-name nabízí X-food kuchyni .
"inform(name='Baráčnická rychta',type=restaurant)","inform(name=X-name,type=restaurant)",Další restaurací je Baráčnická rychta .,Další restaurací je X-name .
goodbye(),goodbye(),Rádo se stalo . Na shledanou .,Rádo se stalo . Na shledanou .
"inform(area=Dejvice,name='Green Spirit',near='TV Tower',phone=280300930)","inform(area=X-area,name=X-name,near=X-near,phone=X-phone)",Restaurace Green Spirit se nachází blízko televizní věže a v Dejvicích . Telefonní číslo je 280300930 .,Restaurace X-name se nachází blízko X-near a v X-area . Telefonní číslo je X-phone .
"inform(address='Náprstkova 44',area='Staré Město',name='Café Savoy')","inform(address=X-address,area=X-area,name=X-name)",Café Savoy se nachází v lokalitě Starého Města a její adresa je Náprstkova 44 .,X-name se nachází v lokalitě X-area a její adresa je X-address .
goodbye(),goodbye(),Přeji příjemný den,Přeji příjemný den
"inform(area=Smíchov,name='Café Savoy')","inform(area=X-area,name=X-name)",Café Savoy se nachází na Smíchově .,X-name se nachází na X-area .
"inform(name='U Konšelů',price='between 0 and 150 Kč')","inform(name=X-name,price=X-price)",U Konšelů se obvykle ceny pohybují od 0 do 150 Kč .,X-name se obvykle ceny pohybují X-price .
"inform(address='Kaprova 45',area=Dejvice,name=BarBar)","inform(address=X-address,area=X-area,name=X-name)","BarBar najdete v Dejvicích , v ulici Kaprova 45 .","X-name najdete v X-area , v ulici X-address ."
"inform(area=Karlín,food=Mexican,name='Café Kampus')","inform(area=X-area,food=X-food,name=X-name)",Café Kampus se nachází v Karlíně a podává mexické jídlo .,X-name se nachází v X-area a podává X-food jídlo .
"inform(name='U Tučňáků',postcode='143 00')","inform(name=X-name,postcode=X-postcode)",Poštovní směrovací číslo restaurace U Tučňáků je 143 00 .,Poštovní směrovací číslo restaurace X-name je X-postcode .
"inform(count=233,good_for_meal=dinner,type=restaurant)","inform(count=X-count,good_for_meal=X-good_for_meal,type=restaurant)","Mám tu 233 restaurací , které se hodí na večeři","Mám tu X-count restaurací , které se hodí na X-good_for_meal"
?request(good_for_meal),?request(good_for_meal),"Jedná se o snídani , brunch , oběd nebo večeři ?","Jedná se o snídani , brunch , oběd nebo večeři ?"
goodbye(),goodbye(),Děkuji .,Děkuji .
"inform(area='Smíchov or Hradčany',name=Místo)","inform(area=X-area,name=X-name)",Místo je příjemná restaurace v oblasti Smíchova nebo Hradčan .,X-name je příjemná restaurace v oblasti X-area .
?request(price_range),?request(price_range),Jakou cenovou kategorii si přejete ?,Jakou cenovou kategorii si přejete ?
goodbye(),goodbye(),Děkuji a přeji dobrou chuť !,Děkuji a přeji dobrou chuť !
"inform(address='Tržiště 2',name='Green Spirit')","inform(address=X-address,name=X-name)",Podnik Green Spirit se nachází na adrese Tržiště 2 .,Podnik X-name se nachází na adrese X-address .
"inform(good_for_meal=dinner,name='Café Savoy',near='TV Tower')","inform(good_for_meal=X-good_for_meal,name=X-name,near=X-near)",Café Savoy sídlí poblíž televizní věže a nabízí skvělé večeře .,X-name sídlí poblíž X-near a nabízí skvělé X-good_for_meal .
"inform(name='U Tučňáků',type=restaurant)","inform(name=X-name,type=restaurant)",Doporučila bych U Tučňáků .,Doporučila bych X-name .
?request(price_range),?request(price_range),Jakou cenovou kategorii preferujete ?,Jakou cenovou kategorii preferujete ?
?request(price_range),?request(price_range),Jakou cenovou kategorii preferujete ?,Jakou cenovou kategorii preferujete ?
"inform(name='Café Savoy',type=restaurant)","inform(name=X-name,type=restaurant)",Mám tu restauraci Kavárna Savoy .,Mám tu restauraci X-name .
"inform(food=Italian,good_for_meal=dinner,name=Místo)","inform(food=X-food,good_for_meal=X-good_for_meal,name=X-name)","Místo je dobré na večeře , nabízí italská jídla .","X-name je dobré na X-good_for_meal , nabízí X-food jídla ."
"inform(address='Štefánikova 3',name=Ananta)","inform(address=X-address,name=X-name)",Anantu naleznete v ulici Štefánikova 3 .,X-name naleznete v ulici X-address .
"inform(area=Dejvice,count=2,good_for_meal=dont_care,price_range=cheap,type=restaurant)","inform(area=X-area,count=X-count,good_for_meal=dont_care,price_range=X-price_range,type=restaurant)","Pokud vám nezáleží na podávané kuchyni , jsou v Dejvicích 2 restaurace , které jsou v levné cenové skupině .","Pokud vám nezáleží na podávané kuchyni , jsou v X-area X-count restaurace , které jsou v X-price_range cenové skupině ."
goodbye(),goodbye(),Na slyšenou příště .,Na slyšenou příště .
"inform(area=Nusle,name=BarBar)","inform(area=X-area,name=X-name)",BarBar je útulná restaurace v Nuslích,X-name je útulná restaurace v X-area
?request(near),?request(near),Poblíž čeho chcete vyhledat restauraci ?,Poblíž čeho chcete vyhledat restauraci ?
goodbye(),goodbye(),Děkuji a přeji krásný den .,Děkuji a přeji krásný den .
"inform(name='U Konšelů',type=restaurant)","inform(name=X-name,type=restaurant)",U Konšelů je jedna restaurace .,X-name je jedna restaurace .
?request(price_range),?request(price_range),Jaká cenová kategorie prosím ?,Jaká cenová kategorie prosím ?
?confirm(price_range=cheap),?confirm(price_range=X-price_range),Takže si přejete nějaké místo s levným jídlem ?,Takže si přejete nějaké místo s X-price_range jídlem ?
"inform(name='Švejk Restaurant',type=restaurant)","inform(name=X-name,type=restaurant)",Mohla by vás zajímat restaurace Švejk Restaurant .,Mohla by vás zajímat X-name Restaurant .
"inform(kids_allowed=yes,name='Švejk Restaurant',price_range=moderate)","inform(kids_allowed=yes,name=X-name,price_range=X-price_range)",Švejk Restaurant je restaurace vstřícná k dětem a patří do střední cenové kategorie .,X-name je restaurace vstřícná k dětem a patří do X-price_range cenové kategorie .
goodbye(),goodbye(),Rádo se stalo . Na shledanou .,Rádo se stalo . Na shledanou .
"?select(near='Prague Castle',near=dont_care)","?select(near=X-near,near=dont_care)","Chcete být poblíž Pražského hradu , nebo Vám to je jedno ?","Chcete být poblíž X-near , nebo Vám to je jedno ?"
goodbye(),goodbye(),"Snad jsem pomohla , na shledanou .","Snad jsem pomohla , na shledanou ."
?confirm(area=dont_care),?confirm(area=dont_care),"Mohu potvrdit , že Vám nezáleží na lokalitě ?","Mohu potvrdit , že Vám nezáleží na lokalitě ?"
"inform(count=3,food=Turkish,price_range=cheap,type=restaurant)","inform(count=X-count,food=X-food,price_range=X-price_range,type=restaurant)",Našla jsem 3 levné turecké restaurace .,Našla jsem X-count X-price_range X-food restaurace .
"inform(food=vegetarian,good_for_meal=lunch,name=Ananta)","inform(food=X-food,good_for_meal=X-good_for_meal,name=X-name)",Našla jsem restauraci Ananta pro vegetariánský oběd .,Našla jsem restauraci X-name pro X-food X-good_for_meal .
goodbye(),goodbye(),Přeji příjemný den .,Přeji příjemný den .
"inform(kids_allowed=no,name='Café Savoy',price_range=moderate)","inform(kids_allowed=no,name=X-name,price_range=X-price_range)",Restaurace Café Savoy má střední ceny a není přístupná pro děti .,Restaurace X-name má X-price_range ceny a není přístupná pro děti .
?request(price_range),?request(price_range),Ano . Jakou cenovou kategorii hledáte ?,Ano . Jakou cenovou kategorii hledáte ?
?request(price_range),?request(price_range),O jakou cenovou kategorii se zajímáte ?,O jakou cenovou kategorii se zajímáte ?
goodbye(),goodbye(),Děkuji za zavolání . Děkuji .,Děkuji za zavolání . Děkuji .
"inform(address='Kaprova 48',area=Dejvice,name='Pivo & Basilico')","inform(address=X-address,area=X-area,name=X-name)",Pivo & Basilico je v Dejvicích a má adresu Kaprova 48 .,X-name je v X-area a má adresu X-address .
"inform(area=Karlín,name=Ferdinanda)","inform(area=X-area,name=X-name)",V Karlíně leží restaurace Ferdinanda .,V X-area leží restaurace X-name .
?request(price_range),?request(price_range),Mohu vám pomoci najít nějakou restauraci podle cen ?,Mohu vám pomoci najít nějakou restauraci podle cen ?
"inform(food=Indian,good_for_meal=dinner,kids_allowed=yes,name='Green Spirit',near='Petřín Tower')","inform(food=X-food,good_for_meal=X-good_for_meal,kids_allowed=yes,name=X-name,near=X-near)","Green Spirit nabízí indickou kuchyni , je v blízkosti Petřínské rozhledny a vede také večeře , při kterých jsou děti vítány .","X-name nabízí X-food kuchyni , je v blízkosti X-near a vede také X-good_for_meal , při kterých jsou děti vítány ."
?confirm(food=Mexican),?confirm(food=X-food),"Mohu se ujistit , že si přejete mexickou kuchyni ?","Mohu se ujistit , že si přejete X-food kuchyni ?"
"inform(name='U Konšelů',type=restaurant)","inform(name=X-name,type=restaurant)",Restaurace U Konšelů je velmi příjemná .,Restaurace X-name je velmi příjemná .
?select(kids_allowed='yes or no'),?select(kids_allowed='yes or no'),Přijdete s dětmi ?,Přijdete s dětmi ?
"inform(address='Tržiště 29',name=BarBar)","inform(address=X-address,name=X-name)",Restaurace BarBar se nachází na adrese Tržiště 29 .,Restaurace X-name se nachází na adrese X-address .
?select(kids_allowed='yes or no'),?select(kids_allowed='yes or no'),"Zajímá vás , zdali je do restaurace povolen vstup s dětmi ?","Zajímá vás , zdali je do restaurace povolen vstup s dětmi ?"
"inform_no_match(area=Hradčany,food=Asian)","inform_no_match(area=X-area,food=X-food)",Na Hradčanech nesídlí žádné restaurace podávající asijskou kuchyni,Na X-area nesídlí žádné restaurace podávající X-food kuchyni
goodbye(),goodbye(),Na shledanou . Omlouvám se .,Na shledanou . Omlouvám se .
?reqmore(),?reqmore(),Můžu Vám pomoct ještě s něčím ?,Můžu Vám pomoct ještě s něčím ?
?request(near),?request(near),V blízkosti čeho to je ?,V blízkosti čeho to je ?
"inform(kids_allowed=yes,name='Café Savoy')","inform(kids_allowed=yes,name=X-name)",Café Savoy povoluje vstup s dětmi .,X-name povoluje vstup s dětmi .
"inform(food=American,name='Švejk Restaurant')","inform(food=X-food,name=X-name)","Mám tu další restauraci , která nabízí americká jídla . Nazývá se Švejk Restaurant .","Mám tu další restauraci , která nabízí X-food jídla . Nazývá se X-name ."
"inform(good_for_meal=dinner,name='Café Savoy',price='between 150 and 220 Kč')","inform(good_for_meal=X-good_for_meal,name=X-name,price=X-price)",Za večeři v Café Savoy zaplatíte přibližně 150 až 220 Kč .,Za X-good_for_meal v X-name zaplatíte přibližně X-price .
?request(price_range),?request(price_range),Kolik peněz plánujete utratit ?,Kolik peněz plánujete utratit ?
"inform(name=Ananta,postcode='125 00')","inform(name=X-name,postcode=X-postcode)",Poštovní směrovací číslo restaurace Ananta je 125 00 .,Poštovní směrovací číslo restaurace X-name je X-postcode .
"inform(count=77,kids_allowed=no,price_range=moderate,type=restaurant)","inform(count=X-count,kids_allowed=no,price_range=X-price_range,type=restaurant)",77 restaurací není vhodných pro děti a jsou v běžné cenové kategorii .,X-count restaurací není vhodných pro děti a jsou v X-price_range cenové kategorii .
"inform(count=3,food=German,price_range=moderate,type=restaurant)","inform(count=X-count,food=X-food,price_range=X-price_range,type=restaurant)",Našla jsem 3 dobré německé restaurace s normálními cenami .,Našla jsem X-count dobré X-food restaurace s X-price_range cenami .
"inform(count=2,good_for_meal=dont_care,near='TV Tower',price_range=moderate,type=restaurant)","inform(count=X-count,good_for_meal=dont_care,near=X-near,price_range=X-price_range,type=restaurant)","Poblíž televizní věže jsou 2 restaurace s průměrnými cenami , kam můžete zajít na jakékoli jídlo .","Poblíž X-near jsou X-count restaurace s X-price_range cenami , kam můžete zajít na jakékoli jídlo ."
"inform(good_for_meal=dinner,kids_allowed=yes,name='Café Kampus')","inform(good_for_meal=X-good_for_meal,kids_allowed=yes,name=X-name)","Vyzkoušejte Café Kampus , které je vhodné pro večeře i návštěvu s dětmi .","Vyzkoušejte X-name , které je vhodné pro X-good_for_meal i návštěvu s dětmi ."
"inform(count=89,good_for_meal=dinner,type=restaurant)","inform(count=X-count,good_for_meal=X-good_for_meal,type=restaurant)",Našla jsem 89 restaurací vhodných na večeře .,Našla jsem X-count restaurací vhodných na X-good_for_meal .
"inform(name='Café Savoy',type=restaurant)","inform(name=X-name,type=restaurant)",Doporučila bych Café Savoy .,Doporučila bych X-name .
"inform(address='Tržiště 37',name=Místo)","inform(address=X-address,name=X-name)",Místo se nachází na ulici Tržiště 37,X-name se nachází na ulici X-address
goodbye(),goodbye(),Tak na shledanou !,Tak na shledanou !
?request(good_for_meal),?request(good_for_meal),"Hledáte místo na snídani , brunch , oběd nebo večeři ?","Hledáte místo na snídani , brunch , oběd nebo večeři ?"
?request(good_for_meal),?request(good_for_meal),"Přejete si restauraci na snídani , brunch , oběd nebo večeři ?","Přejete si restauraci na snídani , brunch , oběd nebo večeři ?"
"inform(food=vegetarian,good_for_meal=dinner,kids_allowed=yes,name=Místo,near='Prague Castle')","inform(food=X-food,good_for_meal=X-good_for_meal,kids_allowed=yes,name=X-name,near=X-near)",Místo poblíž Pražského hradu nabízí k večeři vegetariánské jídlo a hodí se pro děti .,X-name poblíž X-near nabízí k X-good_for_meal X-food jídlo a hodí se pro děti .
goodbye(),goodbye(),Přeji hezký den,Přeji hezký den
?select(kids_allowed='yes or no'),?select(kids_allowed='yes or no'),Chcete restauraci vhodnou pro děti ?,Chcete restauraci vhodnou pro děti ?
"inform(name='Green Spirit',type=restaurant)","inform(name=X-name,type=restaurant)",Restaurace se nazývá Green Spirit .,Restaurace se nazývá X-name .
"inform(name=BarBar,type=restaurant)","inform(name=X-name,type=restaurant)",Restaurace BarBar by se Vám mohla líbit .,Restaurace X-name by se Vám mohla líbit .
"inform(food=German,name='Švejk Restaurant')","inform(food=X-food,name=X-name)",Restaurace Švejk je dobrá německá restaurace .,X-name je dobrá X-food restaurace .
goodbye(),goodbye(),Není zač .,Není zač .
?request(price_range),?request(price_range),Jak drahou restauraci hledáte ?,Jak drahou restauraci hledáte ?
?confirm(area=Vinohrady),?confirm(area=X-area),Myslíte Vinohrady ?,Myslíte X-area ?
"inform(area='Malá Strana',name='Kočár z Vídně')","inform(area=X-area,name=X-name)",Kočár z Vídně je na Malé Straně .,X-name je na X-area .
"inform(count=7,food=French,price_range=cheap,type=restaurant)","inform(count=X-count,food=X-food,price_range=X-price_range,type=restaurant)",Našla jsem 7 levných restaurací s francouzskou kuchyní .,Našla jsem X-count X-price_range restaurací s X-food kuchyní .
?reqmore(),?reqmore(),Můžete mi poskytnout více informací ?,Můžete mi poskytnout více informací ?
?request(price_range),?request(price_range),Kterou cenovou skupinu byste si přáli ?,Kterou cenovou skupinu byste si přáli ?
"inform(area=Dejvice,name='Green Spirit')","inform(area=X-area,name=X-name)",Green Spirit je krásná restaurace v Dejvicích .,X-name je krásná restaurace v X-area .
"inform(good_for_meal=breakfast,name='Green Spirit',near='Old Town Square')","inform(good_for_meal=X-good_for_meal,name=X-name,near=X-near)",Green Spirit je dobré místo na snídani poblíž Staroměstského náměstí .,X-name je dobré místo na X-good_for_meal poblíž X-near .
goodbye(),goodbye(),Děkuji a přeji dobrou chuť . Na shledanou .,Děkuji a přeji dobrou chuť . Na shledanou .
?request(price_range),?request(price_range),"Mohu se ujistit , že vám nezáleží na cenové skupině ?","Mohu se ujistit , že vám nezáleží na cenové skupině ?"
"inform(kids_allowed=no,name='Kočár z Vídně',price_range=expensive)","inform(kids_allowed=no,name=X-name,price_range=X-price_range)",Kočár z Vídně spadá do vyšší cenové skupiny a nesmí sem žádné děti .,X-name spadá do X-price_range cenové skupiny a nesmí sem žádné děti .
"inform(kids_allowed=no,name='Café Savoy',price_range=moderate)","inform(kids_allowed=no,name=X-name,price_range=X-price_range)","Café Savoy je středně drahá restaurace , která není vhodná pro děti .","X-name je X-price_range restaurace , která není vhodná pro děti ."
?confirm(price_range=cheap),?confirm(price_range=X-price_range),"Pro potvrzení , hledáte restauraci v levné cenové skupině ?","Pro potvrzení , hledáte restauraci v X-price_range cenové skupině ?"
"inform_only_match(name='Švejk Restaurant',near='Petřín Tower',price_range=expensive)","inform_only_match(name=X-name,near=X-near,price_range=X-price_range)","Omlouvám se , ale restaurace Švejk je jediná drahá restaurace u Petřínské rozhledny .","Omlouvám se , ale X-name je jediná X-price_range restaurace u X-near ."
